Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S155715791,Snow Goose,Anser caerulescens,257,1,US-CA,Monterey,L351478,Pacific Grove--El Carmelo Cemetery,36.632002,-121.931607,2023-12-02,01:25 PM,eBird - Casual Observation,,0,,,2,,Juvenile Snow Goose with flock of Canada Geese,Spotted while driving by on Asilomar Ave,611861332 611861333
S62575372,Cackling Goose,Branta hutchinsii,319,1,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2019-12-23,02:53 PM,eBird - Traveling Count,97,1,2.414,,2
S206351462,Cackling Goose,Branta hutchinsii,319,34,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-12-23,10:22 AM,eBird - Traveling Count,197,1,5.456,,3,,,"Clear sunny morning gave way to chilly clouds, but no rain. Saw 3 deer. Also sea lion and harbor seal on the river eating salmon."
S174954752,Cackling Goose (minima),Branta hutchinsii minima,322,40,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-05-15,07:05 AM,eBird - Traveling Count,603,1,11.924,,42,,,"Wednesday Walk.  Partly cloudy in the morning, sunny in the late morning and afternoon. Temperature in the 50’s to 60’s degrees Fahrenheit. A Low 6’2” Tide at 8:02am and a High 8’7” Tide at 11:36am.  Mammals seen Eastern Cotton-tailed Rabbit, Townsend’s Chipmunk, Columbian Black-tailed Deer, Eastern Gray Squirrel, and Harbor Seal.  Others seen Bullfrog, Red-eared Slider, Pacific Tree Frog, and Puget Sound Garter Snake."
S210093692,Cackling Goose (minima),Branta hutchinsii minima,322,900,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2025-01-08,09:29 AM,eBird - Traveling Count,138,1,3.219,,40,,,"Wednesday Walk.  Cloudy in the morning, sunny in the afternoon. Temperatures in the 40’s degrees Fahrenheit. A High 14’9” Tide at 11:40am. Mammals seen Eastern Cotton-tailed Rabbit, Columbian Black-tailed Deer, Eastern Gray Squirrel, Harbor Seal, California Sea Lion, River Otter and Little Brown Bat (5 seen)."
S83769824,Canada Goose,Branta canadensis,330,5,US-CA,Alameda,L14099795,"554 Grand Avenue, Oakland, California, US (37.808, -122.25)",37.8083755,-122.2503977,2021-03-20,04:23 PM,eBird - Stationary Count,20,1,,,1
S83777014,Canada Goose,Branta canadensis,330,X,US-CA,Alameda,L268122,Lake Merritt,37.8035451,-122.2567177,2021-03-20,04:51 PM,eBird - Traveling Count,104,0,4.973,,1
S174518964,Canada Goose,Branta canadensis,330,50,US-WA,Clark,L592967,Ridgefield NWR--River 'S' Unit,45.7990694,-122.7490082,2024-05-12,12:36 PM,eBird - Traveling Count,225,1,7.097,,3,,,,619037391 619037392 619037393
S204408695,Canada Goose,Branta canadensis,330,X,US-OR,Deschutes,L564147,Smith Rock SP,44.3669375,-121.1371851,2024-11-27,,eBird - Casual Observation,,0,,,1,,,"Birds seen while climbing in the Monument area, 13:30-sunset"
S204408876,Canada Goose,Branta canadensis,330,X,US-OR,Deschutes,L564147,Smith Rock SP,44.3669375,-121.1371851,2024-11-29,,eBird - Casual Observation,,0,,,1,,,"Seen while climbing in the Christian brothers area, 11:15-sunset"
S182974729,Canada Goose,Branta canadensis,330,1,US-WA,King,L163354,Green Lake,47.6783945,-122.3382464,2024-06-21,08:53 PM,eBird - Traveling Count,11,1,.29,,1
S191252353,Canada Goose,Branta canadensis,330,12,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-08-12,06:49 PM,eBird - Traveling Count,14,1,.917,,1
S192313393,Canada Goose,Branta canadensis,330,80,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-08-21,06:48 PM,eBird - Traveling Count,26,1,1.561,,1,,Foraging on softball pitch
S192913960,Canada Goose,Branta canadensis,330,30,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-08-26,06:47 PM,eBird - Traveling Count,15,1,1.207,,1,,,Balmy and humid
S194006031,Canada Goose,Branta canadensis,330,80,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-09-04,06:49 PM,eBird - Traveling Count,19,1,1.127,,1
S195634608,Canada Goose,Branta canadensis,330,65,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-09-18,06:46 PM,eBird - Traveling Count,20,1,1.046,,1,,Foraging on the softball field,Couldn't find the grebe again :( the nest is still intact but no sign of eggs or babies
S197182092,Canada Goose,Branta canadensis,330,60,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-09-22,07:00 PM,eBird - Traveling Count,20,1,.644,,1,,,Rainy and wet
S196294088,Canada Goose,Branta canadensis,330,57,US-WA,King,L269461,Magnuson Park,47.6815336,-122.2505453,2024-09-23,06:44 PM,eBird - Traveling Count,27,1,1.078,,1,,Foraging on the softball field
S181322575,Canada Goose,Branta canadensis,330,45,US-WA,King,L195645,Seward Park,47.5538089,-122.2501301,2024-06-13,08:19 PM,eBird - Traveling Count,37,1,1.883,,1
S194587172,Canada Goose,Branta canadensis,330,25,US-WA,King,L195645,Seward Park,47.5538089,-122.2501301,2024-09-09,04:12 PM,eBird - Traveling Count,28,1,.966,,1,,,Walk with Caroline and Mike!
S175822515,Canada Goose,Branta canadensis,330,19,US-WA,King,L162766,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,2024-05-19,01:58 PM,eBird - Traveling Count,133,1,1.609,,2,,,,619328276
S189311097,Canada Goose,Branta canadensis,330,21,US-WA,King,L162766,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,2024-07-28,11:06 AM,eBird - Traveling Count,89,1,2.591,,1,,,Overcast and a bit windy
S168462856,Canada Goose,Branta canadensis,330,1,US-CA,Los Angeles,L1761358,Westchester Park,33.9580554,-118.4155764,2024-04-13,02:26 PM,eBird - Traveling Count,10,1,.66,,1,,,Blustery and threatening to rain
S167088816,Canada Goose,Branta canadensis,330,X,US-AZ,Maricopa,L144858,Riparian Preserve at Gilbert Water Ranch,33.3614502,-111.7339478,2024-03-23,08:10 AM,eBird - Traveling Count,145,1,1.609,,2,,,Walk with Aaron & Leia
S155715447,Canada Goose,Branta canadensis,330,X,US-CA,Monterey,L226227,Monterey--El Estero Lake and/or Monterey cemeteries,36.5972737,-121.8844593,2023-12-02,09:20 AM,eBird - Traveling Count,70,1,1.609,,2,,,Walked around the western lobe and northern curve of the lake
S209217773,Canada Goose,Branta canadensis,330,50,US-WA,Okanogan,L39412354,"Monse River Rd, Brewster",48.10787,-119.693413,2025-01-13,03:14 PM,eBird - Stationary Count,23,1,,,3
S209450510,Canada Goose,Branta canadensis,330,50,US-WA,Okanogan,L2390461,Okanogan River--Monse Bridge,48.1401395,-119.6709609,2025-01-15,04:10 PM,eBird - Traveling Count,44,1,.724,,3,,,The Swamp Sparrow wasn’t interested in being seen
S163914763,Canada Goose,Branta canadensis,330,X,US-CA,Orange,L1357335,Huntington Central Park--East,33.7040978,-118.0022383,2024-03-05,02:10 PM,eBird - Traveling Count,130,1,3.219,,1,,,Wandered around from the N parking lot to the library and back
S61966115,Canada Goose,Branta canadensis,330,X,US-CA,San Luis Obispo,L1428653,Elfin Forest Preserve,35.3337626,-120.8267537,2019-11-23,02:00 PM,eBird - Traveling Count,60,1,1.609,,2,,,Field trip for EEMB 113L
S64678751,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L10797788,"1180 University center, Isla Vista, California, US (34.411, -119.848)",34.4109421,-119.8483907,2020-02-16,08:30 AM,eBird - Stationary Count,210,1,,,2,,,First Great Backyard Bird Count at UCSB - species list
S154695858,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L12292186,7402 - 7418 Hollister Ave (Tech Park),34.4303818,-119.8908561,2023-11-18,08:19 AM,eBird - Traveling Count,84,1,.805,,2,,,Walk with Ava
S137581471,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L16871073,"Coal Oil Point Reserve (if possible, use more specific hotspot)",34.4151882,-119.8799569,2023-05-13,02:30 PM,eBird - Traveling Count,180,1,2.414,,5,,,"Bird walk with Ava, Leo, Christie, & Jessie. Out-and-back route: Took the Marsh trail from the NCOS parking lot to COPR, then followed the Pond trail past Dune Swale Pond to the Snowy Plover habitat."
S61965738,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L615794,Coal Oil Point Reserve--Devereux Slough,34.4136013,-119.8756027,2019-12-03,08:30 AM,eBird - Traveling Count,150,1,3.219,,1,,,Final test for the UCSB vertebrate biology class
S161586042,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L615794,Coal Oil Point Reserve--Devereux Slough,34.4136013,-119.8756027,2024-02-14,11:01 AM,eBird - Traveling Count,27,1,.805,,2,,,Walked from the entrance of the Pond trail down Slough Rd
S160683634,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L2135075,Coal Oil Point Reserve--Dune Pond,34.4136777,-119.881839,2024-02-04,05:36 PM,eBird - Traveling Count,24,1,1.287,,1,,,"Walked the pond trail one-way, northward"
S160683534,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L422817,"Coal Oil Point, Devereux Beach, Sands Beach, and bluff trails",34.4071359,-119.8783064,2024-02-04,05:14 PM,eBird - Traveling Count,22,1,1.609,,1,,,Walked along the Snowy Plover habitat; light rain
S163157101,Canada Goose,Branta canadensis,330,1,US-CA,Santa Barbara,L29118865,Devereux Slough overlook,34.4118358,-119.8768234,2024-02-27,11:09 PM,eBird - Traveling Count,10,1,.225,,1,,Heard only,Nighttime count at the cormorant rookery
S165358681,Canada Goose,Branta canadensis,330,1,US-CA,Santa Barbara,L29118865,Devereux Slough overlook,34.4118358,-119.8768234,2024-03-18,11:34 PM,eBird - Traveling Count,10,1,.225,,1,,Heard only
S165075927,Canada Goose,Branta canadensis,330,1,US-CA,Santa Barbara,L450184,East Beach,34.4158318,-119.6733427,2024-03-16,03:02 PM,eBird - Traveling Count,13,1,.644,,1
S61966810,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L742496,Ellwood Mesa Open Space,34.4216023,-119.8887134,2019-10-15,08:30 AM,eBird - Traveling Count,150,1,2.414,,1,,,Field trip for EEMB 113L
S162395135,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L337032,Goleta Slough Ecological Reserve--Area K,34.42119,-119.84824,2024-02-20,10:58 AM,eBird - Traveling Count,51,1,.161,,2,,,Overlooked the slough from Mesa Rd
S61966959,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L336013,Lake Los Carneros Park,34.44322,-119.84975,2019-10-08,08:30 AM,eBird - Traveling Count,150,1,3.219,,1,,,Field trip for EEMB 113L
S76826695,Canada Goose,Branta canadensis,330,44,US-CA,Santa Barbara,L336013,Lake Los Carneros Park,34.44322,-119.84975,2020-11-28,02:47 PM,eBird - Traveling Count,109,1,2.205,,2,,,Birding with Caroline!
S148355133,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L2802647,Santa Barbara Shores County Park,34.4218678,-119.8967171,2017-10-10,08:30 AM,eBird - Traveling Count,150,1,3.219,,12,,,EEMB 113L field trip
S148354510,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L2802647,Santa Barbara Shores County Park,34.4218678,-119.8967171,2018-10-16,08:30 AM,eBird - Traveling Count,180,1,4.023,,11,,,EEMB 113L field trip
S159303488,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L820867,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.4198459,-119.8792197,2024-01-19,09:40 AM,eBird - Traveling Count,100,1,1.127,,2,,,Walked one-way from Whittier Dr to the entrance of the Pond trail
S160683383,Canada Goose,Branta canadensis,330,42,US-CA,Santa Barbara,L820867,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.4198459,-119.8792197,2024-02-04,03:47 PM,eBird - Traveling Count,58,1,2.414,,1,,Foraging near the Mesa trailhead,"Stormy weather--rainy and windy. Walked one-way from the NCOS parking lot to the Dev slough trailhead, then looped around to the Dev creek crossing (which was flooded)"
S164817761,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L820867,UCSB North Campus Open Space (formerly Ocean Meadows Golf Course),34.4198459,-119.8792197,2024-03-07,06:45 AM,eBird - Traveling Count,88,1,1.448,,4,,,Bird walk with the Mermaids
S148355199,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L654260,UCSB--campus,34.4148759,-119.8450041,2017-10-03,08:15 AM,eBird - Traveling Count,210,1,4.023,,12,,,EEMB 113L field trip
S148354733,Canada Goose,Branta canadensis,330,X,US-CA,Santa Barbara,L654260,UCSB--campus,34.4148759,-119.8450041,2018-10-02,08:15 AM,eBird - Traveling Count,210,1,3.219,,11,,,EEMB 113L field trip
S167096927,Canada Goose,Branta canadensis,330,X,US-NM,Socorro,L127945,Bosque del Apache NWR,33.802,-106.88,2024-03-24,10:27 AM,eBird - Traveling Count,73,1,19.312,,2,,,Drove the S loop and then N loop
S49873491,Canada Goose,Branta canadensis,330,X,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2018-11-11,03:45 PM,eBird - Traveling Count,120,1,3.219,,2
S62575372,Canada Goose,Branta canadensis,330,25,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2019-12-23,02:53 PM,eBird - Traveling Count,97,1,2.414,,2
S124739885,Canada Goose,Branta canadensis,330,6,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2022-12-27,02:45 PM,eBird - Traveling Count,79,1,2.784,,1,,,"Family walk with Mom, Dad, Ian, and Fritz (only me birding). Also saw a coyote and bunnies.     Route: parking lot to the twin barns, then out along the boardwalk (only birded one way)."
S179813464,Canada Goose,Branta canadensis,330,X,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-06-04,11:48 AM,eBird - Traveling Count,99,1,2.414,,2,,,"Very rainy and wet. Windy along the Estuary Trail. Walked the Twin Barns Loop, Nisqually River Overlook, and Estuary Trail. Also saw common garter snake (Thamnophis sirtalis)"
S182787780,Canada Goose,Branta canadensis,330,X,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-06-19,09:13 AM,eBird - Traveling Count,192,1,2.736,,2,,,"Beautiful sunny warm weather. Walked Twin Barns loop + riparian overlook + river overlook + estuary trail. Also saw deer & fawn, yellow pine chipmunks, American bullfrogs.",620660682 620660683
S206351462,Canada Goose,Branta canadensis,330,6,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-12-23,10:22 AM,eBird - Traveling Count,197,1,5.456,,3,,,"Clear sunny morning gave way to chilly clouds, but no rain. Saw 3 deer. Also sea lion and harbor seal on the river eating salmon."
S62787249,Canada Goose,Branta canadensis,330,80,US-WA,Thurston,L901766,Billy Frank Jr. Nisqually NWR--Twin Barns Loop,47.0780133,-122.7119207,2019-12-30,12:04 PM,eBird - Traveling Count,156,1,3.798,,2
S205567301,Canada Goose,Branta canadensis,330,74,US-WA,Thurston,L2868538,Olympia--Percival Cove,47.0334844,-122.9121208,2024-12-15,01:55 PM,eBird - Traveling Count,39,1,.95,,3,,,Overcast and 44° F
S206353374,Canada Goose,Branta canadensis,330,4,US-WA,Thurston,L2420419,Olympia--South Capitol Lake trail,47.0253378,-122.9101618,2024-12-22,01:24 PM,eBird - Stationary Count,42,1,,,1,,,"Wet day, but no rain during observation. Tons and tons of waterfowl milling about...I don't trust my counts for most spp"
S205567317,Canada Goose,Branta canadensis,330,112,US-WA,Thurston,L2925244,"Yauger Park, Olympia",47.0419798,-122.9415607,2024-12-15,08:38 AM,eBird - Traveling Count,50,1,1.355,,4
S158304397,Canada Goose,Branta canadensis,330,X,US-CA,Ventura,L351584,Ventura Settling Ponds,34.2381312,-119.2615056,2024-01-06,10:34 AM,eBird - Traveling Count,104,1,1.207,,3,,,"Bird walk with Mom & Dad; walked a loop around Snoopy Pond, checked in on Lucy"
S174954752,Canada Goose (moffitti/maxima),Branta canadensis moffitti/maxima,331,40,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-05-15,07:05 AM,eBird - Traveling Count,603,1,11.924,,42,FL Recently Fledged Young,,"Wednesday Walk.  Partly cloudy in the morning, sunny in the late morning and afternoon. Temperature in the 50’s to 60’s degrees Fahrenheit. A Low 6’2” Tide at 8:02am and a High 8’7” Tide at 11:36am.  Mammals seen Eastern Cotton-tailed Rabbit, Townsend’s Chipmunk, Columbian Black-tailed Deer, Eastern Gray Squirrel, and Harbor Seal.  Others seen Bullfrog, Red-eared Slider, Pacific Tree Frog, and Puget Sound Garter Snake."
S100393671,Hawaiian Goose,Branta sandvicensis,353,X,US-HI,Hawaii,L577371,Hawai'i Volcanoes National Park (general),19.3292867,-155.194416,2021-12-23,,eBird - Casual Observation,,0,,,,,,Incidental observations during vacation
S100394480,Hawaiian Goose,Branta sandvicensis,353,X,US-HI,Hawaii,L577371,Hawai'i Volcanoes National Park (general),19.3292867,-155.194416,2021-12-27,,eBird - Casual Observation,,0,,,,,,Incidental observations during vacation
S135019627,Mute Swan,Cygnus olor,365,X,FR-PAC,Bouches-du-Rhône,L1067998,Camargue--Parc ornithologique du Pont de Gau,43.4889737,4.4041711,2022-08-20,10:15 AM,eBird - Traveling Count,270,1,6.437,,1
S137581471,Mute Swan,Cygnus olor,365,X,US-CA,Santa Barbara,L16871073,"Coal Oil Point Reserve (if possible, use more specific hotspot)",34.4151882,-119.8799569,2023-05-13,02:30 PM,eBird - Traveling Count,180,1,2.414,,5,,,"Bird walk with Ava, Leo, Christie, & Jessie. Out-and-back route: Took the Marsh trail from the NCOS parking lot to COPR, then followed the Pond trail past Dune Swale Pond to the Snowy Plover habitat."
S148354610,Mute Swan,Cygnus olor,365,X,US-CA,Santa Barbara,L336013,Lake Los Carneros Park,34.44322,-119.84975,2018-10-09,08:30 AM,eBird - Traveling Count,210,1,3.219,,11,,,EEMB 113L field trip
S76410656,Mute Swan,Cygnus olor,365,1,US-CA,Santa Barbara,L336013,Lake Los Carneros Park,34.44322,-119.84975,2020-11-18,04:30 PM,eBird - Casual Observation,,0,,,1,,,"Birding with fish and co. Only including these two because they're not on my list, sorry for the incomplete data..."
S76826695,Mute Swan,Cygnus olor,365,1,US-CA,Santa Barbara,L336013,Lake Los Carneros Park,34.44322,-119.84975,2020-11-28,02:47 PM,eBird - Traveling Count,109,1,2.205,,2,,,Birding with Caroline!
S206353374,Trumpeter Swan,Cygnus buccinator,370,17,US-WA,Thurston,L2420419,Olympia--South Capitol Lake trail,47.0253378,-122.9101618,2024-12-22,01:24 PM,eBird - Stationary Count,42,1,,,1,,,"Wet day, but no rain during observation. Tons and tons of waterfowl milling about...I don't trust my counts for most spp"
S205567317,Trumpeter Swan,Cygnus buccinator,370,3,US-WA,Thurston,L2925244,"Yauger Park, Olympia",47.0419798,-122.9415607,2024-12-15,08:38 AM,eBird - Traveling Count,50,1,1.355,,4,,Flyover
S163914763,Egyptian Goose,Alopochen aegyptiaca,405,1,US-CA,Orange,L1357335,Huntington Central Park--East,33.7040978,-118.0022383,2024-03-05,02:10 PM,eBird - Traveling Count,130,1,3.219,,1,,,Wandered around from the N parking lot to the library and back,615719955 615719956 615719957
S167088816,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),432,X,US-AZ,Maricopa,L144858,Riparian Preserve at Gilbert Water Ranch,33.3614502,-111.7339478,2024-03-23,08:10 AM,eBird - Traveling Count,145,1,1.609,,2,,,Walk with Aaron & Leia
S76410656,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),432,1,US-CA,Santa Barbara,L336013,Lake Los Carneros Park,34.44322,-119.84975,2020-11-18,04:30 PM,eBird - Casual Observation,,0,,,1,,,"Birding with fish and co. Only including these two because they're not on my list, sorry for the incomplete data..."
S174518964,Wood Duck,Aix sponsa,441,10,US-WA,Clark,L592967,Ridgefield NWR--River 'S' Unit,45.7990694,-122.7490082,2024-05-12,12:36 PM,eBird - Traveling Count,225,1,7.097,,3,,,,619037417
S175822515,Wood Duck,Aix sponsa,441,10,US-WA,King,L162766,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,2024-05-19,01:58 PM,eBird - Traveling Count,133,1,1.609,,2
S174954752,Wood Duck,Aix sponsa,441,12,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-05-15,07:05 AM,eBird - Traveling Count,603,1,11.924,,42,P Pair in Suitable Habitat,,"Wednesday Walk.  Partly cloudy in the morning, sunny in the late morning and afternoon. Temperature in the 50’s to 60’s degrees Fahrenheit. A Low 6’2” Tide at 8:02am and a High 8’7” Tide at 11:36am.  Mammals seen Eastern Cotton-tailed Rabbit, Townsend’s Chipmunk, Columbian Black-tailed Deer, Eastern Gray Squirrel, and Harbor Seal.  Others seen Bullfrog, Red-eared Slider, Pacific Tree Frog, and Puget Sound Garter Snake."
S179813464,Wood Duck,Aix sponsa,441,3,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-06-04,11:48 AM,eBird - Traveling Count,99,1,2.414,,2,,,"Very rainy and wet. Windy along the Estuary Trail. Walked the Twin Barns Loop, Nisqually River Overlook, and Estuary Trail. Also saw common garter snake (Thamnophis sirtalis)"
S189447546,Wood Duck,Aix sponsa,441,X,US-WA,Thurston,L282253,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,2024-07-24,09:20 AM,eBird - Traveling Count,170,1,2.414,,2,,,Walked Twin Barns loop + river overlook + estuary trail. Saw 1 Columbian black-tailed deer and heard 1 bullfrog.
